Sample,google_asr,viettelai_asr,bleu_google,inverted_wer_google,bleu_viettelai,inverted_wer_viettelai,inverted_cer_google,inverted_cer_viettelai,inverted_mer_google,inverted_mer_viettelai
Bạn có thể liệt kê tất cả danh sách các gói cước viễn thông của viettel không?,Bạn có thể liệt kê tất cả danh sách các gói cước viễn thông của viettel không?,trong beta công,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Gói viễn thông đang được sử dụng nhiều nhất hiện nay là gì cho mình tham khảo?,bài viễn thông đang được sử dụng nhiều nhất hiện nay là gì cho ngành tham khảo,nhiều nhất hiện nay là gì cho mình chăn khỏi,0.7671566582335292,0.8823529411764706,0.3881665026606852,0.47058823529411764,0.8823529411764706,0.47058823529411764,0.8823529411764706,0.47058823529411764
Tôi muốn so sánh 2 gói cước St5k với 1N khác nhau như thế nào?,Tôi muốn so sánh 2 gói cước St5k với 1N khác nhau như thế nào?,bài kt5k gửi 1n khác nhau như thế nào,1.0,1.0,0.1958257922267636,0.4,1.0,0.4,1.0,0.4
Tư vấn giúp tôi gói cước cho người dùng cơ bản tốc độ khoảng 150Mbp,tư vấn giúp tôi gói cước cho người dùng câu bằng tốc độ khoảng 150 mtp,giúp cho người dùng cơ bản tốc độ khoảng 150mtv,0.559813884486625,0.7333333333333334,0.48827566665842637,0.6,0.7333333333333334,0.6,0.75,0.6
Mình muốn đổi điểm viettel ++ để đổi voucher siêu khủng ngay trên my viettel thì làm cách nào?,Mình muốn đổi điểm viettel ++ để đổi voucher siêu khủng ngay trên mạng viettel thì làm cách nào,cộng để đổi vô chơ siêu khủng ngay trên myviettel gì làm cách nào,0.8019778791153116,0.9473684210526316,0.2179705311091459,0.42105263157894735,0.9473684210526316,0.42105263157894735,0.9473684210526316,0.42105263157894735
"Hiện nay có voucher viettel telecom đang rất phổ biến , bạn có thể cho mình biết cách để săn nó không?",hiện nay có voucher viettel telecom đang rất phổ biến bạn có thể cho mình biết cách để xem nó không,cho chao cho cô rất phổ biế bạn có thể cho mình viết tắc để xăng nào không,0.6989388904799917,0.9523809523809523,0.22767600244565214,0.4285714285714286,0.9523809523809523,0.4285714285714286,0.9523809523809523,0.4285714285714286
Có mấy cách để đổi điểm từ viettel ++ sang voucher?,có mấy cách để đồ điện tử viettel++ sang lâu chưa,vì sao có có song vô chưa,0.21666853182061765,0.36363636363636365,0.0,0.0,0.36363636363636365,0.0,0.36363636363636365,0.0
Hạn sử dụng của voucher như thế nào?,Hạn sử dụng của voucher như thế nào?,như thế nào,1.0,1.0,0.10904738014161917,0.375,1.0,0.375,1.0,0.375
Cách săn voucher trên viettel money như thế nào?,Cách săn voucher trên viettel money như thế nào?,theo măn như thế nào,1.0,1.0,0.15268595810529692,0.33333333333333337,1.0,0.33333333333333337,1.0,0.33333333333333337
" Gần đây tôi rất quan tâm đến chính trị , bạn có thể giới thiệu cho tôi cuốn sách chính trị luận được không?"," Gần đây tôi rất quan tâm đến chính trị , bạn có thể giới thiệu cho tôi cuốn sách chính trị luận được không?","tôi rất quan tâm đến chính trị , bạn có thể giới thiệu cho tôi cuốn sách chính trị luận được không",1.0,1.0,0.8700627327135322,0.9130434782608696,1.0,0.9130434782608696,1.0,0.9130434782608696
" Tôi muốn nghe những loại sách về khoa học , bạn có thể cho tôi tham khảo một vài cuốn sách đó được không?",Tôi muốn nghe những loại sách về khoa học bạn có thể cho tôi tham khảo một vài quyển sách đó được không,ngân sách về khoa học bạn có thể cho tôi tham khảo 1 vài sách để được câu,0.7308904326101321,0.9565217391304348,0.37652950417265346,0.6086956521739131,0.9565217391304348,0.6086956521739131,0.9565217391304348,0.6086956521739131
 Tôi bị stress và muốn cân bằng cuộc sống bạn cho tôi top những cuốn sách về chủ đề đó nhé?,Tôi bị stress và muốn cân bằng cuộc sống bạn cho tôi tốt những cuốn sách về chủ đề đó nhé,số bọn tốt chính sách về chủ đề đỏ,0.8222672338010394,0.9523809523809523,0.1005403140773399,0.19047619047619047,0.9523809523809523,0.19047619047619047,0.9523809523809523,0.19047619047619047
 Bạn có thể hướng dẫn tôi cách thanh toán hóa đơn tự động qua tài khoản viettel pay trên ứng dụng myviettel được không?, Bạn có thể hướng dẫn tôi cách thanh toán hóa đơn tự động qua tài khoản viettel pay trên ứng dụng myviettel được không?,không còn hoá đơn tự động cho tài khoản việt trao bay trên tuyển dụng Myviettel được không,1.0,1.0,0.11762555555137338,0.375,1.0,0.375,1.0,0.4
 Cách thanh toán online cước dịch vụ internet của viettel như thế nào?, Cách thanh toán online cước dịch vụ internet của viettel như thế nào?,cách thanh toán lai cúp dịch vụ interet của viettel như thế nào,1.0,1.0,0.33707998271946277,0.7692307692307692,1.0,0.7692307692307692,1.0,0.7692307692307692
" Tra cứu hóa đơn điện tử dịch vụ di động trả sau , cước Internet viettel như thế nào?"," Tra cứu hóa đơn điện tử dịch vụ di động trả sau , cước Internet viettel như thế nào?",quốc internet viettel như thế nào,1.0,1.0,0.04555264767438782,0.2777777777777778,1.0,0.2777777777777778,1.0,0.2777777777777778
 tv360 có phim ở nhà một mình không tôi muốn xem, tv360 có phim ở nhà một mình không tôi muốn xem,mở nhà một mình không tôi muốn xem,1.0,1.0,0.5910328050205395,0.6363636363636364,1.0,0.6363636363636364,1.0,0.6363636363636364
 tìm giúp tôi phim hành trình rực lửa trên tv360,tìm giúp tôi phim hành trình rực lửa trên tivi 360,trường dửa trên tv360,0.8033620116688898,0.8,0.10081042988795336,0.19999999999999996,0.8,0.19999999999999996,0.8181818181818181,0.19999999999999996
 tôi đang quan tâm đến phim tháng 5 để dành bạn có biết không, tôi đang quan tâm đến phim tháng 5 để dành bạn có biết không,5 để giành bạn có không,1.0,1.0,0.10014525608798037,0.3571428571428571,1.0,0.3571428571428571,1.0,0.3571428571428571
" Tôi rất quan tâm trận đấu chung kết Euro , bạn có thể cho tôi thông tin trước trận đấu được không?"," Tôi rất quan tâm trận đấu chung kết Euro , bạn có thể cho tôi thông tin trước trận đấu được không?",chung kết zone bạn có thể cho tôi thông tin trước được không,1.0,1.0,0.32880661921161364,0.5714285714285714,1.0,0.5714285714285714,1.0,0.5714285714285714
Trận Pháp vs Hà lan có gì hấp dẫn không ?,Trận Pháp vs Hà lan có gì hấp dẫn không ?,không còn gì hấp dẫn 0,1.0,1.0,0.18569816749815582,0.30000000000000004,1.0,0.30000000000000004,1.0,0.30000000000000004
 Cho tôi dự báo về các trận đấu ở Euro 2024?, Cho tôi dự báo về các trận đấu ở Euro 2024?,trận đấu ở zero 2024,1.0,1.0,0.14906800329671666,0.36363636363636365,1.0,0.36363636363636365,1.0,0.36363636363636365
 Cho tôi biết kết quả trận chung kết EURO 2024 giữa Tây Ban Nha và Anh, Cho tôi biết kết quả trận chung kết EURO 2024 giữa Tây Ban Nha và Anh,trận chung tốt rô 2024 giữa tây ban nha và anh,1.0,1.0,0.12228107896775611,0.5625,1.0,0.5625,1.0,0.5625
 Trận Pháp gặp Hà Lan ở vòng bảng World Cup 2022 diễn ra như thế nào?, Trận Pháp gặp Hà Lan ở vòng bảng World Cup 2022 diễn ra như thế nào?,còn bằng quân cấp 2022 diễn ra như thế nào,1.0,1.0,0.24795364698947966,0.375,1.0,0.375,1.0,0.375
 Review giúp tôi bộ phim bản năng hoang dại?, Review giúp tôi bộ phim bản năng hoang dại?,năng hoang dại,1.0,1.0,0.07813586220751259,0.33333333333333337,1.0,0.33333333333333337,1.0,0.33333333333333337
" Tôi quan tâm đến những bộ phim về tâm lý tình cảm , bạn đề xuất giúp tôi 2 3 bộ phim nhé ?"," Tôi quan tâm đến những bộ phim về tâm lý tình cảm , bạn đề xuất giúp tôi 2 3 bộ phim nhé ?"," Tôi quan tâm đến những bộ phim về tâm lý tình cảm , bạn đề xuất giúp tôi 2 3 bộ phim nhé ?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Tôi muốn xem review về một số bộ phim kinh dị như búp bê annabelle bạn giúp tôi được không?, Tôi muốn xem review về một số bộ phim kinh dị như búp bê annabelle bạn giúp tôi được không?,búp bê anna ba bạn giúp tôi được không,1.0,1.0,0.13147570190156108,0.30000000000000004,1.0,0.30000000000000004,1.0,0.33333333333333337
 Bạn có thể cho tôi biết cuộc bầu cử quốc hội diễn ra vào ngày bao nhiêu không?, Bạn có thể cho tôi biết cuộc bầu cử quốc hội diễn ra vào ngày bao nhiêu không?,cuộc bầu cử quốc hội diễn ra vào ngày bao nhiêu không,1.0,1.0,0.5522947751091115,0.6666666666666667,1.0,0.6666666666666667,1.0,0.6666666666666667
" Tôi quan tâm đến thời tiết , bạn giúp tôi xem lại tóm tắt dự báo thời tiết ngày hôm nay",Tôi quan tâm đến thời tiết bạn giúp tôi xem lại toàn tác dụng thời tiết ngày hôm nay,bạn giúp tôi trong đó tóm tắt dự báo thời tiết ngày hôm nay,0.585005981870594,0.8,0.43801220470284363,0.6,0.8,0.6,0.8,0.6
 Bản tin thời sự quốc tế mới nhất về tình hình nga và ukraina ?, Bản tin thời sự quốc tế mới nhất về tình hình nga và ukraina ?,nhất về tình hình nga và UK,1.0,1.0,0.2667885825764191,0.4285714285714286,1.0,0.4285714285714286,1.0,0.4285714285714286
" tôi rất quan tâm đến trận đấu giữa Pháp và Hà Lan , hãy giúp tôi xem tóm tắt lại nó được không?"," tôi rất quan tâm đến trận đấu giữa Pháp và Hà Lan , hãy giúp tôi xem tóm tắt lại nó được không?"," tôi rất quan tâm đến trận đấu giữa Pháp và Hà Lan , hãy giúp tôi xem tóm tắt lại nó được không?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Trận bóng mới giải Euro có phải là trận Đức gặp scotland không?, Trận bóng mới giải Euro có phải là trận Đức gặp scotland không?,có phải là chích sport lên không,1.0,1.0,0.14116803824105786,0.3076923076923077,1.0,0.3076923076923077,1.0,0.3076923076923077
" tôi muốn xem lại trận chung kết euro và bình luận trước trận đấu, bạn có thể giúp tôi không?"," tôi muốn xem lại trận chung kết euro và bình luận trước trận đấu, bạn có thể giúp tôi không?",kết thủ đô và bình luận trước trận đấu bạn có thể giúp tôi không,1.0,1.0,0.38645373222908463,0.6,1.0,0.6,1.0,0.6
 Sao nhập ngũ 2023 tập cuối, Sao nhập ngũ 2023 tập cuối,3 tập chuối,1.0,1.0,0.1501861529550426,0.16666666666666663,1.0,0.16666666666666663,1.0,0.16666666666666663
 Hành trình công lý, Hành trình công lý,hành trình tự ý,1.0,1.0,0.31947155212313627,0.5,1.0,0.5,1.0,0.5
 dự báo thời tiết hôm nay, dự báo thời tiết hôm nay,chịu thời tiết hôm nay,1.0,1.0,0.6157842804860023,0.6666666666666667,1.0,0.6666666666666667,1.0,0.6666666666666667
 Chuyển sang kênh 1, Chuyển sang kênh 1,chuyển sang kênh một,1.0,1.0,0.4518010018049224,0.75,1.0,0.75,1.0,0.75
 hãy phát kênh số 3, hãy phát kênh số 3,khai phát kênh số 3,1.0,1.0,0.7521206186172787,0.8,1.0,0.8,1.0,0.8
 Mở kênh HTV7, Mở kênh HTV7, Mở kênh HTV7,0.8408964152537145,1.0,0.8408964152537145,1.0,1.0,1.0,1.0,1.0
 Chuyển kênh  VTV1, Chuyển kênh  VTV1, Chuyển kênh  VTV1,0.8408964152537145,1.0,0.8408964152537145,1.0,1.0,1.0,1.0,1.0
 Chuyển kênh  VTV4 , Chuyển kênh  VTV4 , Chuyển kênh  VTV4 ,0.8408964152537145,1.0,0.8408964152537145,1.0,1.0,1.0,1.0,1.0
 Mở kênh VTV cần thơ, Mở kênh VTV cần thơ, Mở kênh VTV cần thơ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Mở tìm kiếm các chương trình trực tiếp về ẩm thực, Mở tìm kiếm các chương trình trực tiếp về ẩm thực, Mở tìm kiếm các chương trình trực tiếp về ẩm thực,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Mở tìm kiếm các thông tin về cầu thủ bóng đá messi, Mở tìm kiếm các thông tin về cầu thủ bóng đá messi,mở tìm kiếm các thông tin về cầu thủ bóng và max xi,1.0,1.0,0.6715109556074251,0.75,1.0,0.75,1.0,0.7692307692307692
 Mở tìm kiếm các thông tin về thị trường chứng khoán , Mở tìm kiếm các thông tin về thị trường chứng khoán , Mở tìm kiếm các thông tin về thị trường chứng khoán ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Chuyển về màn hình trang chủ để thoát ứng dụng, Chuyển về màn hình trang chủ để thoát ứng dụng,chuyển về màn hình trang chủ đề thoát ứng dụng,1.0,1.0,0.5844356470407898,0.9,1.0,0.9,1.0,0.9
 Chuyển về màn hình trang chủ tìm kiếm phim bộ, Chuyển về màn hình trang chủ tìm kiếm phim bộ,chuyển về màn hình trang chủ tìm kiếm tin bộ,1.0,1.0,0.6950150297221261,0.9,1.0,0.9,1.0,0.9
 Về trang chủ xem kênh TV,về trang chủ xem kênh tivi,về trang thử xem kênh tv,0.6042750794713536,0.8333333333333334,0.3021375397356768,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
 Vào mục truyền hình tìm kiếm các chương trình truyền hình thực tế về cuộc sống, Vào mục truyền hình tìm kiếm các chương trình truyền hình thực tế về cuộc sống,và 1 truyền hình tìm kiếm các chương trình truyền hình trực đề về cuộc sống,1.0,1.0,0.6271389942140473,0.75,1.0,0.75,1.0,0.75
 Vào kênh VTV3 để tìm kiếm bộ phim đang hot hiện nay khát vọng non sông, Vào kênh VTV3 để tìm kiếm bộ phim đang hot hiện nay khát vọng non sông,tìm kiếm bob bill đang hót hiện nay khát vọng 5 sông,1.0,1.0,0.2513906893185094,0.5,1.0,0.5,1.0,0.5
 Vào kênh vĩnh long 2, Vào kênh vĩnh long 2,kênh vĩnh long 2,1.0,1.0,0.7788007830714049,0.8,1.0,0.8,1.0,0.8
 Vào mục xem phim tìm kiếm bộ phim ba nữ thám tử , Vào mục xem phim tìm kiếm bộ phim ba nữ thám tử ,và 1 sang phim tìm kiếm bộ phim 3 nữ thám tử,1.0,1.0,0.47987820666906633,0.6666666666666667,1.0,0.6666666666666667,1.0,0.6666666666666667
 Vào mục xem phim tìm kiếm bí kíp luyện rồng, Vào mục xem phim tìm kiếm bí kíp luyện rồng,vào mục xăng phim tìm kiếm bí kíp luyện rồng,1.0,1.0,0.6950150297221261,0.9,1.0,0.9,1.0,0.9
 Vào mục xem phim tìm kiếm phim lẻ sinh ra là điệp viên phần 1, Vào mục xem phim tìm kiếm phim lẻ sinh ra là điệp viên phần 1,vào mục trang phim tìm tìm phim lẻ sinh gia là để viên phần 1,1.0,1.0,0.2574866101628968,0.7333333333333334,1.0,0.7333333333333334,1.0,0.7333333333333334
 Vào trang HBO GO đăng kí gói 1 tháng, Vào trang HBO GO đăng kí gói 1 tháng,vào trang hbo gâu đăng ký gói 1 tháng,1.0,1.0,0.28517539529041497,0.7777777777777778,1.0,0.7777777777777778,1.0,0.7777777777777778
 Vào trang HBO GO xem phim gác kiếm , Vào trang HBO GO xem phim gác kiếm ,vào trang hbo gâu trong phim gáp kiếm,1.0,1.0,0.18277761142725618,0.625,1.0,0.625,1.0,0.625
 Vào trang HBO GO xem phim phù thủy, Vào trang HBO GO xem phim phù thủy,vào trang hbo trong phim phù thuỷ,1.0,1.0,0.21911212464749458,0.625,1.0,0.625,1.0,0.625
 Vào trang video về bóng đá, Vào trang video về bóng đá,vào trong video về bóng đá,1.0,1.0,0.6042750794713536,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334
 Vào trang video hài vui nhộn, Vào trang video hài vui nhộn, Vào trang video hài vui nhộn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Vào trang video về ca nhạc , Vào trang video về ca nhạc ,và trong video về ca nhạc,1.0,1.0,0.6042750794713536,0.6666666666666667,1.0,0.6666666666666667,1.0,0.6666666666666667
 Có thể cho tôi biết lịch phát sóng hôm nay không?, Có thể cho tôi biết lịch phát sóng hôm nay không?, Có thể cho tôi biết lịch phát sóng hôm nay không?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Cho tôi xem lại chương trình vừa phát sóng, Cho tôi xem lại chương trình vừa phát sóng,cho tôi xem lại chương trình về phát,1.0,1.0,0.5338650605531416,0.7777777777777778,1.0,0.7777777777777778,1.0,0.7777777777777778
 Mở lịch để tôi có thể kiểm tra các sự kiện sắp tới., Mở lịch để tôi có thể kiểm tra các sự kiện sắp tới.,mở dc có thể kiểm tra các sự kiện sắp tới,1.0,1.0,0.5876756726469499,0.7692307692307692,1.0,0.7692307692307692,1.0,0.7692307692307692
 Cho tôi truy cập vào trang đăng nhập, Cho tôi truy cập vào trang đăng nhập, Cho tôi truy cập vào trang đăng nhập,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Vào trang đăng nhập giúp tôi, Vào trang đăng nhập giúp tôi, Vào trang đăng nhập giúp tôi,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Hãy mở mục tài khoản cho tôi,hãy mở một tài khoản cho tôi,mở mục tài khoản cho tôi,0.5345224838248488,0.8571428571428572,0.846481724890614,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572
 Tôi muốn vào mục tài khoản, Tôi muốn vào mục tài khoản, Tôi muốn vào mục tài khoản,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Mở cho tôi danh mục phim hành động, Mở cho tôi danh mục phim hành động,mở cho tôi danh mục tim hành động,1.0,1.0,0.5086989136546124,0.875,1.0,0.875,1.0,0.875
 Bạn có thể hiển thị danh mục phim Thái Lan cho tôi không?, Bạn có thể hiển thị danh mục phim Thái Lan cho tôi không?,có thể hiển thị danh mục phim đài loan cho tôi không,1.0,1.0,0.5590922042119968,0.7692307692307692,1.0,0.7692307692307692,1.0,0.7692307692307692
" Tôi muốn xem danh mục phim Việt Nam, hãy mở cho tôi nhé"," Tôi muốn xem danh mục phim Việt Nam, hãy mở cho tôi nhé",100 danh mục tiêu diệt 5 hãy mở cho tôi,1.0,1.0,0.2945755231227298,0.46153846153846156,1.0,0.46153846153846156,1.0,0.46153846153846156
" Cho tôi tua đi khoảng 20%, dừng lại ở phút thứ 13"," Cho tôi tua đi khoảng 20%, dừng lại ở phút thứ 13"," Cho tôi tua đi khoảng 20%, dừng lại ở phút thứ 13",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Bạn có thể tua đi 15% để tôi có thể xem ở phút thứ 21 được không?,bạn có thể tôi đi 15% để tôi có thể xem một phút thì 21 được không, Bạn có thể tua đi 15% để tôi có thể xem ở phút thứ 21 được không?,0.4648993954530736,0.8235294117647058,1.0,1.0,0.8235294117647058,1.0,0.8235294117647058,1.0
 Tôi muốn tua video đi 30% và dừng lại ở phút thứ 100,Tôi muốn đưa video đi 30% và dừng lại ở phút thứ 100, Tôi muốn tua video đi 30% và dừng lại ở phút thứ 100,0.8079071430953594,0.9230769230769231,1.0,1.0,0.9230769230769231,1.0,0.9230769230769231,1.0
 Giúp tôi tua lại 10% và dừng lại ở phút thứ 78 , Giúp tôi tua lại 10% và dừng lại ở phút thứ 78 , Giúp tôi tua lại 10% và dừng lại ở phút thứ 78 ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
" Có thể cho tôi tua lại video khoảng 13%, dừng lại ở phút thứ 56 không?",Có thể cho tôi tua lại video khoảng 13% dừng lại ở phút thứ 560," Có thể cho tôi tua lại video khoảng 13%, dừng lại ở phút thứ 56 không?",0.6950838602222763,0.875,1.0,1.0,0.875,1.0,0.875,1.0
 Tôi muốn tua lại video khoảng 5% và dừng ở phút thứ 43, Tôi muốn tua lại video khoảng 5% và dừng ở phút thứ 43, Tôi muốn tua lại video khoảng 5% và dừng ở phút thứ 43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Bạn có thể tạm dừng video không, Bạn có thể tạm dừng video không,bạn có thể tạm dừng video thông,1.0,1.0,0.672126440078521,0.8571428571428572,1.0,0.8571428571428572,1.0,0.8571428571428572
 Tôi muốn dừng video này, Tôi muốn dừng video này,không dùng video này,1.0,1.0,0.3518629739981188,0.4,1.0,0.4,1.0,0.4
 Xin hãy ngừng video lại trong giây lát cho tôi, Xin hãy ngừng video lại trong giây lát cho tôi,ngoại trong giây loát cho tôi,1.0,1.0,0.1844728820206506,0.4,1.0,0.4,1.0,0.4
 tiếp tục phát video giúp tôi , tiếp tục phát video giúp tôi ,từ pháp video giúp tôi,1.0,1.0,0.40520884456613804,0.5,1.0,0.5,1.0,0.5
 tôi muốn video tiếp tục phát, tôi muốn video tiếp tục phát,video tiếp tục pháp,1.0,1.0,0.399119619653364,0.5,1.0,0.5,1.0,0.5
 hãy cho tôi tiếp tục xem chương trình, hãy cho tôi tiếp tục xem chương trình,tại sao tôi tiếp tục xem chương trình,1.0,1.0,0.719408902854813,0.75,1.0,0.75,1.0,0.75
 Cho tôi tua đến các tình huống phạt thẻ trong trận đấu này,cho tôi tour đến các tình huống thoát thể trong chặng đường này,bắt đầu tua đến các tình huống phạt thể trong trận đấu nặng,0.2945860393626091,0.6153846153846154,0.5275586832056013,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6153846153846154,0.6923076923076923
" Tôi muốn xem các pha va chạm, hãy tua đến đó giúp tôi được không",Tôi muốn xem các pha va chạm hãy đưa đến đó giúp tôi được không,cùng xem các ba ba sáu đến đó giúp tôi được không,0.6848661007688605,0.9333333333333333,0.40159850819322584,0.5333333333333333,0.9333333333333333,0.5333333333333333,0.9333333333333333,0.5333333333333333
 hãy tua đến các khoảnh khắc ghi bàn trong trận bóng đá này,hãy cho đến các khoảnh khắc ghi bàn trong trận bóng đá này,hãy thua đến các khoảnh khắc ghi bàn trog chất bóng đỏ này,0.8542577966373968,0.9230769230769231,0.46907337196588383,0.6923076923076923,0.9230769230769231,0.6923076923076923,0.9230769230769231,0.6923076923076923
 Tôi cần xem lại các pha bóng đáng chú ý vui lòng tua lại giúp tôi, Tôi cần xem lại các pha bóng đáng chú ý vui lòng tua lại giúp tôi,cần xem các khoa bằng đáng chú ý vui lòng tua lại giúp tôi,1.0,1.0,0.5935469559182164,0.75,1.0,0.75,1.0,0.75
 Có thể tua lại để tôi xem các tình huống phạt thẻ không?, Có thể tua lại để tôi xem các tình huống phạt thẻ không?,có thể thua lãi để tôi xem tình hinh có thể không,1.0,1.0,0.19193329210841328,0.5384615384615384,1.0,0.5384615384615384,1.0,0.5384615384615384
 Tua lại cho tôi những khoảnh khắc ghi bàn trong video, Tua lại cho tôi những khoảnh khắc ghi bàn trong video, Tua lại cho tôi những khoảnh khắc ghi bàn trong video,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 hãy thêm nội dung này vào danh mục xem sau, hãy thêm nội dung này vào danh mục xem sau,thấy trên nội dung này là danh mục xem sau,1.0,1.0,0.46478456293957165,0.7,1.0,0.7,1.0,0.7
 tôi muốn thêm nội dung này vào danh sách yêu thích, tôi muốn thêm nội dung này vào danh sách yêu thích,tôi 1 thái lỗi dung bày vào danh sách thích,1.0,1.0,0.24060965638714701,0.5454545454545454,1.0,0.5454545454545454,1.0,0.5454545454545454
 Hãy mở danh sách mục yêu thích cho tôi, Hãy mở danh sách mục yêu thích cho tôi,danh mục thức cho tôi,1.0,1.0,0.18157522773982648,0.4444444444444444,1.0,0.4444444444444444,1.0,0.4444444444444444
 Tôi cần truy cập vào lịch sử xem, Tôi cần truy cập vào lịch sử xem,tôi cần truy tập vào lịch sử xem,1.0,1.0,0.5086989136546124,0.875,1.0,0.875,1.0,0.875
 Làm mới giúp tôi trang này, Làm mới giúp tôi trang này,làm 10 giúp tôi sang ngày,1.0,1.0,0.2730120862709067,0.5,1.0,0.5,1.0,0.5
 tải lại nội dung trang này, tải lại nội dung trang này,lại giúp tôi nội dung trong này,1.0,1.0,0.271608378656351,0.33333333333333337,1.0,0.33333333333333337,1.0,0.4285714285714286
 hãy tăng âm lượng lên mức cao nhất, hãy tăng âm lượng lên mức cao nhất,tăng âm lượng lên mức cao nhất,1.0,1.0,0.8668778997501817,0.875,1.0,0.875,1.0,0.875
 điều chỉnh âm lượng để tôi nghe rõ hơn, điều chỉnh âm lượng để tôi nghe rõ hơn, điều chỉnh âm lượng để tôi nghe rõ hơn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Cho tôi điều chỉnh âm thanh khoảng 75%, Cho tôi điều chỉnh âm thanh khoảng 75%, Cho tôi điều chỉnh âm thanh khoảng 75%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 Giúp tôi hạ âm lượng xuống 50%, Giúp tôi hạ âm lượng xuống 50%,giúp tôi âm lượng xuống 50%,1.0,1.0,0.5408536609893481,0.8571428571428572,1.0,0.8571428571428572,1.0,0.8571428571428572
 Cho tôi điều chỉnh âm thanh xuống mức thấp nhất có thể, Cho tôi điều chỉnh âm thanh xuống mức thấp nhất có thể, Cho tôi điều chỉnh âm thanh xuống mức thấp nhất có thể,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 hãy giảm âm thanh xuống 0%, hãy giảm âm thanh xuống 0%,hai dòng âm thanh xuống 0%,1.0,1.0,0.6042750794713536,0.6666666666666667,1.0,0.6666666666666667,1.0,0.6666666666666667
 Tôi cần tắt âm thanh, Tôi cần tắt âm thanh,tôi cần cắt thôi,1.0,1.0,0.24880469496253566,0.4,1.0,0.4,1.0,0.4
 tôi muốn tắt tiếng, tôi muốn tắt tiếng, tôi muốn tắt tiếng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
 hãy điều chỉnh âm lượng về 0, hãy điều chỉnh âm lượng về 0, hãy điều chỉnh âm lượng về 0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
